,Student_ID,Name,Gender,Age,Education_Level,Employment_Status,City,Device_Type,Internet_Connection_Quality,Course_ID,Course_Name,Category,Course_Level,Course_Duration_Days,Instructor_Rating,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,Enrollment_Date,Payment_Mode,Fee_Paid,Discount_Used,Payment_Amount,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,Completed,Gender_Encoded,Education_Encoded,Employment_Encoded,Device_Encoded,Internet_Encoded,Level_Encoded,Category_Encoded,Payment_Encoded
77640,STU177640,Kavya Reddy,Other,42,Bachelor,Employed,Surat,Tablet,High,C101,Python Basics,Programming,Beginner,45,4.6,6,48,58.2,1,11.3,1,6,10.0,3,7,2,58.4,60.1,41.4,5,02-03-2025,UPI,Yes,Yes,3858,92,7,1,4.0,Completed,2,0,0,2,0,1,4,5
77641,STU177641,Rohan Shah,Female,20,Bachelor,Student,Ahmedabad,Mobile,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,2,25,32.6,1,0.5,7,1,4.7,4,6,2,67.7,54.5,38.1,3,11-01-2024,Free,No,No,0,60,2,1,4.8,Completed,0,0,2,1,0,2,4,2
77642,STU177642,Nikhil Reddy,Female,41,Master,Employed,Nagpur,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,7,20,30.1,7,0.5,2,9,8.3,3,7,5,51.9,59.9,31.5,1,22-11-2023,NetBanking,Yes,No,4854,77,5,1,4.2,Not Completed,0,3,0,1,0,2,4,3
77643,STU177643,Aditya Desai,Male,32,Bachelor,Student,Bhopal,Tablet,Low,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,2,44,53.0,4,2.7,4,10,6.4,8,1,2,82.4,81.0,70.6,2,31-05-2024,Credit Card,Yes,No,5125,93,3,0,5.0,Completed,1,0,2,2,1,2,4,0
77644,STU177644,Arjun Verma,Female,35,Bachelor,Employed,Nagpur,Tablet,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,6,28,50.1,2,2.8,1,1,7.7,4,6,4,75.4,74.5,45.2,5,02-10-2025,Credit Card,Yes,No,4579,47,3,0,3.7,Not Completed,0,0,0,2,2,2,4,0
77645,STU177645,Kavya Desai,Male,20,Bachelor,Employed,Bengaluru,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,9,35,61.4,1,4.9,0,4,7.1,4,6,5,66.8,60.6,48.5,3,31-03-2024,UPI,Yes,No,3188,55,4,1,5.0,Not Completed,1,0,0,1,2,1,0,5
77646,STU177646,Priya Gupta,Female,28,Master,Student,Mumbai,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,5,52,69.6,2,6.7,18,5,7.3,8,2,6,83.2,81.2,76.4,3,23-04-2025,Credit Card,Yes,No,3357,92,6,1,2.6,Not Completed,0,3,2,1,0,1,2,0
77647,STU177647,Krishna Desai,Female,22,Bachelor,Employed,Hyderabad,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,3,34,64.4,1,0.5,12,10,7.3,6,4,5,78.8,70.2,62.1,3,22-04-2024,UPI,Yes,Yes,2505,70,4,1,4.0,Completed,0,0,0,1,2,1,0,5
77648,STU177648,Vihaan Gupta,Female,22,Master,Student,Hyderabad,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,9,43,72.5,1,14.3,1,5,10.0,6,4,4,72.7,66.7,64.7,2,06-12-2024,Credit Card,Yes,No,3037,100,2,0,4.6,Not Completed,0,3,2,1,0,1,0,0
77649,STU177649,Meera Bhardwaj,Female,25,Bachelor,Student,Surat,Laptop,Low,C107,Statistics for Data Science,Math,Intermediate,50,4.2,5,42,50.5,2,6.2,10,9,5.3,7,3,6,77.4,77.8,63.6,3,07-05-2024,Debit Card,Yes,No,4423,100,1,2,4.4,Completed,0,0,2,0,1,2,3,1
77650,STU177650,Nikhil Shah,Male,33,Master,Employed,Pune,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,5,39,46.7,1,0.5,4,5,3.3,4,6,3,67.8,86.1,44.6,2,06-09-2024,Credit Card,Yes,No,2961,63,4,0,3.7,Not Completed,1,3,0,0,2,1,0,0
77651,STU177651,Sneha Mehta,Male,27,Bachelor,Student,Bengaluru,Laptop,Low,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,5,39,70.5,4,2.7,11,7,7.6,3,7,2,73.5,67.9,46.1,3,22-03-2024,Debit Card,Yes,No,3436,68,2,2,2.3,Completed,1,0,2,0,1,1,2,1
77652,STU177652,Rahul Singh,Male,32,Bachelor,Student,Lucknow,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,1,36,49.3,1,2.9,3,3,4.7,5,5,2,95.1,61.3,50.3,1,27-09-2025,UPI,Yes,No,3571,56,0,1,4.8,Completed,1,0,2,1,0,1,0,5
77653,STU177653,Krishna Bose,Male,24,Bachelor,Student,Hyderabad,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,2,39,77.9,2,0.5,1,8,8.1,6,4,3,87.6,70.1,66.8,2,23-04-2024,Scholarship,No,No,1469,87,3,0,4.0,Completed,1,0,2,1,2,2,4,4
77654,STU177654,Meera Joshi,Male,28,Master,Student,Jaipur,Mobile,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,5,24,81.6,2,1.8,3,6,4.9,5,5,3,96.6,64.1,61.7,3,01-08-2024,UPI,Yes,Yes,5148,76,0,2,5.0,Completed,1,3,2,1,0,2,4,5
77655,STU177655,Priya Reddy,Male,27,Bachelor,Student,Mumbai,Laptop,High,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,7,34,72.7,3,1.8,0,5,6.3,6,4,4,77.7,55.7,64.2,2,11-05-2025,UPI,Yes,Yes,5678,84,5,1,5.0,Not Completed,1,0,2,0,0,0,4,5
77656,STU177656,Meera Gupta,Male,20,Master,Employed,Nagpur,Laptop,High,C108,Excel for Business,Business,Beginner,25,4.1,6,29,57.6,9,1.4,0,7,7.3,3,7,1,85.2,72.3,41.8,5,25-05-2025,NetBanking,Yes,No,3028,94,5,2,4.3,Not Completed,1,3,0,0,0,1,0,3
77657,STU177657,Sakshi Mehta,Female,24,Diploma,Employed,Kolkata,Laptop,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,3,30,92.1,1,0.5,2,9,3.0,7,3,5,73.1,62.8,77.4,0,07-07-2025,Credit Card,Yes,No,4588,59,3,0,5.0,Completed,0,1,0,0,2,2,3,0
77658,STU177658,Ananya Verma,Male,33,Diploma,Student,Jaipur,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,2,25,90.5,3,0.5,15,2,9.1,4,6,2,74.6,100.0,60.7,3,29-05-2025,Credit Card,Yes,No,4443,71,2,1,3.8,Not Completed,1,1,2,1,0,1,4,0
77659,STU177659,Sneha Bose,Female,24,Master,Self-Employed,Indore,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,37,61.2,1,5.3,2,6,8.0,3,7,5,91.4,82.9,43.6,1,04-01-2025,UPI,Yes,No,4000,58,2,0,2.8,Not Completed,0,3,1,1,2,1,4,5
77660,STU177660,Ritika Nair,Female,19,Bachelor,Employed,Bhopal,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,4,29,25.5,2,0.5,1,4,7.9,5,5,2,48.7,59.8,41.9,4,29-01-2024,Free,No,No,0,81,3,1,3.2,Not Completed,0,0,0,1,2,1,4,2
77661,STU177661,Arjun Desai,Female,24,Diploma,Student,Hyderabad,Laptop,Medium,C101,Python Basics,Programming,Beginner,45,4.6,4,27,74.0,2,5.4,2,4,6.6,5,5,1,77.1,54.9,58.7,2,05-02-2024,Free,No,No,0,40,4,0,5.0,Not Completed,0,1,2,0,2,1,4,2
77662,STU177662,Kavya Nair,Female,32,Master,Student,Jaipur,Laptop,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,4,34,51.3,1,0.5,0,6,8.1,3,7,1,72.4,73.4,39.6,3,21-11-2024,NetBanking,Yes,No,4321,100,5,0,3.7,Not Completed,0,3,2,0,0,2,3,3
77663,STU177663,Priya Reddy,Female,27,Bachelor,Student,Bengaluru,Mobile,High,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,6,19,92.2,4,0.6,6,4,4.8,7,3,8,79.4,77.6,78.1,1,17-12-2024,UPI,Yes,No,6636,51,4,3,3.2,Completed,0,0,2,1,0,0,4,5
77664,STU177664,Sakshi Verma,Male,24,HighSchool,Student,Bengaluru,Laptop,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,6,23,56.4,2,11.6,8,4,6.4,6,4,1,62.9,82.3,59.8,3,06-12-2024,NetBanking,Yes,No,7127,56,3,0,4.3,Completed,1,2,2,0,2,0,4,3
77665,STU177665,Rahul Gupta,Female,28,Bachelor,Employed,Mumbai,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,2,28,56.6,2,6.6,1,3,8.9,3,7,5,68.1,36.4,39.6,0,19-04-2025,NetBanking,Yes,No,5593,66,2,0,2.9,Completed,0,0,0,1,2,2,4,3
77666,STU177666,Ananya Reddy,Female,31,HighSchool,Student,Nagpur,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,7,23,75.5,1,1.0,3,7,5.9,5,5,5,100.0,79.3,60.4,2,31-12-2024,UPI,Yes,No,3273,42,3,0,5.0,Not Completed,0,2,2,1,2,1,0,5
77667,STU177667,Vivaan Nair,Male,25,Diploma,Employed,Mumbai,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,6,42,63.7,1,0.5,0,4,4.3,7,3,3,85.0,74.8,68.0,4,27-12-2024,Debit Card,Yes,Yes,5264,48,1,2,4.2,Not Completed,1,1,0,1,2,2,4,1
77668,STU177668,Ananya Bhardwaj,Female,25,Bachelor,Employed,Jaipur,Laptop,Low,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,4,21,45.5,1,1.3,3,3,3.5,3,7,3,61.3,56.8,36.8,3,20-05-2025,UPI,Yes,Yes,3381,18,2,0,2.6,Not Completed,0,0,0,0,1,1,1,5
77669,STU177669,Ananya Singh,Female,36,Bachelor,Student,Indore,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,6,26,57.0,3,7.2,1,4,6.3,6,4,5,70.5,68.9,59.4,0,03-05-2024,UPI,Yes,No,4877,62,2,2,3.7,Completed,0,0,2,1,2,2,4,5
77670,STU177670,Meera Gupta,Male,24,Master,Student,Nagpur,Laptop,Low,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,20,98.1,1,0.5,11,10,10.0,5,5,8,67.6,66.5,67.7,1,17-03-2024,NetBanking,Yes,No,4914,84,6,0,3.3,Completed,1,3,2,0,1,2,4,3
77671,STU177671,Priya Singh,Female,25,Bachelor,Unemployed,Pune,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,7,46,36.3,1,0.5,6,6,6.8,4,6,3,60.2,80.6,40.7,3,30-12-2023,UPI,Yes,No,4397,71,1,2,3.9,Not Completed,0,0,3,1,0,1,4,5
77672,STU177672,Arjun Iyer,Female,19,Diploma,Employed,Chennai,Mobile,Low,C108,Excel for Business,Business,Beginner,25,4.1,4,33,37.7,4,0.5,2,6,4.1,4,6,3,78.5,63.0,40.4,3,25-07-2025,Free,No,Yes,0,58,0,1,5.0,Not Completed,0,1,0,1,1,1,0,2
77673,STU177673,Rahul Bose,Female,39,Bachelor,Student,Hyderabad,Laptop,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,3,39,54.9,1,3.6,9,6,8.5,4,6,1,51.5,50.8,45.8,1,08-10-2024,UPI,Yes,No,3782,72,2,1,3.5,Completed,0,0,2,0,0,1,1,5
77674,STU177674,Rohan Nair,Female,31,Bachelor,Employed,Mumbai,Laptop,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,3,42,78.0,3,2.3,4,5,3.6,6,4,3,81.3,83.5,67.5,4,15-04-2025,Credit Card,Yes,No,4681,49,1,0,4.5,Completed,0,0,0,0,0,2,3,0
77675,STU177675,Vihaan Iyer,Male,34,Master,Student,Bengaluru,Laptop,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,16,88.8,2,2.3,9,3,6.5,6,3,4,78.3,60.7,70.1,4,08-11-2024,Scholarship,No,No,637,100,4,0,4.5,Completed,1,3,2,0,2,2,4,4
77676,STU177676,Sakshi Iyer,Female,17,Master,Employed,Pune,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,3,22,72.2,1,0.5,9,3,7.8,4,6,3,65.4,68.6,52.7,4,25-11-2024,Credit Card,Yes,No,4485,46,1,2,3.0,Completed,0,3,0,1,0,1,4,0
77677,STU177677,Isha Patel,Male,24,HighSchool,Student,Kolkata,Laptop,High,C101,Python Basics,Programming,Beginner,45,4.6,4,21,72.0,2,0.5,0,8,8.6,3,7,4,84.1,50.9,45.8,2,05-09-2024,Credit Card,Yes,No,3907,76,4,1,4.5,Not Completed,1,2,2,0,0,1,4,0
