,Student_ID,Name,Gender,Age,Education_Level,Employment_Status,City,Device_Type,Internet_Connection_Quality,Course_ID,Course_Name,Category,Course_Level,Course_Duration_Days,Instructor_Rating,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,Enrollment_Date,Payment_Mode,Fee_Paid,Discount_Used,Payment_Amount,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,Completed,Gender_Encoded,Education_Encoded,Employment_Encoded,Device_Encoded,Internet_Encoded,Level_Encoded,Category_Encoded,Payment_Encoded
89444,STU189444,Meera Sharma,Female,24,Bachelor,Employed,Mumbai,Laptop,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,24,44.3,1,3.9,41,6,7.5,5,5,4,56.1,53.5,48.2,1,27-12-2023,UPI,Yes,Yes,4073,62,0,1,4.0,Completed,0,0,0,0,2,2,4,5
89445,STU189445,Vivaan Mehta,Male,21,Master,Employed,Delhi,Mobile,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,6,28,66.8,1,10.2,6,6,10.0,7,2,2,77.8,87.7,69.8,6,02-12-2024,Credit Card,Yes,No,4562,75,2,0,3.1,Not Completed,1,3,0,1,0,2,3,0
89446,STU189446,Sai Verma,Male,29,Bachelor,Student,Pune,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,5,33,65.5,2,4.9,0,5,8.1,6,4,7,71.5,77.1,62.8,3,24-09-2024,Scholarship,No,Yes,2661,59,5,0,3.9,Not Completed,1,0,2,1,2,2,4,4
89447,STU189447,Sakshi Bose,Male,19,Master,Student,Bhopal,Laptop,High,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,6,38,93.8,2,12.8,0,6,6.2,3,7,6,85.9,84.2,55.0,2,09-05-2024,Free,No,No,0,88,1,1,3.1,Completed,1,3,2,0,0,0,4,2
89448,STU189448,Nikhil Joshi,Other,33,Bachelor,Student,Ahmedabad,Mobile,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,6,41,59.6,4,3.5,1,7,4.7,2,8,4,79.2,71.0,36.4,2,19-10-2023,NetBanking,Yes,No,4109,24,4,0,3.0,Completed,2,0,2,1,2,1,1,3
89449,STU189449,Ananya Reddy,Female,17,Master,Student,Indore,Mobile,High,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,3,27,85.4,3,0.5,13,1,8.5,9,1,6,57.5,55.0,86.6,2,01-06-2024,UPI,Yes,No,6694,71,5,1,5.0,Not Completed,0,3,2,1,0,0,4,5
89450,STU189450,Nikhil Joshi,Male,29,Bachelor,Student,Delhi,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,24,53.7,4,6.7,19,5,9.3,3,7,1,54.7,63.4,40.0,1,10-10-2024,Scholarship,No,No,886,57,1,2,4.4,Not Completed,1,0,2,1,2,1,4,4
89451,STU189451,Nikhil Desai,Female,36,Bachelor,Employed,Bengaluru,Mobile,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,4,5,51.8,3,2.3,13,0,8.5,2,8,5,56.4,74.8,33.9,3,16-04-2025,Credit Card,Yes,Yes,3972,100,3,0,4.5,Not Completed,0,0,0,1,0,2,3,0
89452,STU189452,Isha Iyer,Female,26,HighSchool,Unemployed,Ahmedabad,Laptop,Low,C108,Excel for Business,Business,Beginner,25,4.1,8,13,40.0,3,1.9,9,6,6.0,6,4,5,51.8,70.9,53.5,1,29-08-2024,Free,No,Yes,0,99,1,1,3.3,Completed,0,2,3,0,1,1,0,2
89453,STU189453,Meera Bhardwaj,Male,29,Diploma,Employed,Bengaluru,Mobile,Low,C103,Introduction to AI,Programming,Intermediate,75,4.5,3,30,25.5,3,8.4,4,5,8.8,5,5,2,61.8,77.0,42.8,2,21-08-2025,UPI,Yes,No,5647,25,1,1,3.7,Not Completed,1,1,0,1,1,2,4,5
89454,STU189454,Kavya Gupta,Female,23,Bachelor,Student,Chennai,Laptop,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,31,61.5,1,3.3,4,3,8.0,2,8,5,53.9,74.2,37.2,2,29-10-2023,UPI,Yes,No,4791,68,2,1,5.0,Not Completed,0,0,2,0,2,2,4,5
89455,STU189455,Aditya Patel,Female,36,HighSchool,Employed,Hyderabad,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,2,33,82.6,3,0.5,9,5,6.1,6,4,4,92.1,79.2,68.9,1,21-10-2023,Free,No,No,0,95,2,2,4.1,Not Completed,0,2,0,1,2,2,4,2
89456,STU189456,Vihaan Joshi,Male,19,Bachelor,Employed,Bhopal,Mobile,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,5,23,56.1,3,1.9,0,6,4.0,5,5,6,100.0,51.8,52.2,4,03-11-2023,Scholarship,No,Yes,1749,52,0,0,3.9,Not Completed,1,0,0,1,2,2,3,4
89457,STU189457,Rahul Singh,Male,26,Bachelor,Employed,Vadodara,Mobile,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,4,52,83.3,4,0.5,2,7,5.0,7,3,8,100.0,71.9,74.8,4,16-02-2025,UPI,Yes,No,4618,68,1,2,4.0,Not Completed,1,0,0,1,2,2,3,5
89458,STU189458,Vivaan Sharma,Female,23,Master,Student,Vadodara,Mobile,Low,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,5,28,31.5,1,8.2,0,8,9.3,4,6,0,69.9,45.6,37.3,4,28-06-2024,Free,No,Yes,0,51,4,1,3.7,Completed,0,3,2,1,1,1,1,2
89459,STU189459,Ananya Kumar,Male,21,Bachelor,Employed,Nagpur,Laptop,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,6,36,66.4,2,1.7,7,6,8.9,6,4,3,78.2,57.9,62.1,1,16-11-2023,UPI,Yes,No,3733,73,1,0,4.3,Not Completed,1,0,0,0,0,1,1,5
89460,STU189460,Vihaan Verma,Female,30,Master,Student,Hyderabad,Mobile,High,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,4,17,71.8,5,2.1,11,7,4.5,6,4,6,76.8,81.3,65.2,3,15-02-2024,Debit Card,Yes,No,7048,72,3,1,4.4,Completed,0,3,2,1,0,0,4,1
89461,STU189461,Kavya Verma,Male,18,Master,Student,Mumbai,Laptop,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,3,44,65.2,1,2.1,4,9,6.4,6,4,6,100.0,64.9,62.0,3,11-08-2024,UPI,Yes,No,3716,100,3,0,3.3,Not Completed,1,3,2,0,2,1,1,5
89462,STU189462,Nikhil Sharma,Male,31,Bachelor,Student,Bengaluru,Mobile,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,4,35,75.6,2,2.7,2,1,5.3,6,4,4,84.4,79.4,66.4,1,24-01-2025,UPI,Yes,No,3376,58,3,0,5.0,Not Completed,1,0,2,1,2,1,2,5
89463,STU189463,Kavya Verma,Female,23,Bachelor,Employed,Surat,Mobile,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,3,46,46.6,4,0.5,19,6,9.5,4,6,2,69.4,66.6,43.7,1,11-12-2024,Debit Card,Yes,No,4344,88,3,1,4.1,Not Completed,0,0,0,1,2,1,1,1
89464,STU189464,Meera Sharma,Female,28,Bachelor,Employed,Delhi,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,5,46,92.2,1,5.7,1,9,8.9,5,5,5,94.4,56.7,65.1,1,14-01-2025,UPI,Yes,No,3628,67,2,0,4.9,Completed,0,0,0,1,0,1,2,5
89465,STU189465,Rahul Desai,Male,30,Bachelor,Employed,Bengaluru,Laptop,High,C108,Excel for Business,Business,Beginner,25,4.1,3,22,57.3,6,5.4,3,4,7.5,4,6,2,51.9,88.1,48.5,2,01-02-2024,Free,No,Yes,0,39,0,1,4.3,Not Completed,1,0,0,0,0,1,0,2
89466,STU189466,Pooja Joshi,Male,31,Master,Employed,Kolkata,Laptop,Low,C101,Python Basics,Programming,Beginner,45,4.6,4,21,12.3,3,0.5,2,4,2.3,3,7,1,62.7,50.1,24.8,3,18-07-2025,UPI,Yes,Yes,3830,72,2,0,3.4,Not Completed,1,3,0,0,1,1,4,5
89467,STU189467,Rahul Bhardwaj,Male,17,PhD,Employed,Mumbai,Mobile,Low,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,28,36.0,4,0.5,2,3,4.0,8,2,5,65.9,63.7,63.8,3,15-08-2024,Free,No,No,0,53,3,1,4.5,Not Completed,1,4,0,1,1,2,4,2
89468,STU189468,Nikhil Verma,Male,26,Master,Employed,Surat,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,41,96.5,2,0.5,7,6,7.2,3,7,2,69.9,76.2,55.6,3,22-02-2024,Debit Card,Yes,No,4610,31,1,0,4.3,Completed,1,3,0,1,0,2,4,1
