,Student_ID,Name,Gender,Age,Education_Level,Employment_Status,City,Device_Type,Internet_Connection_Quality,Course_ID,Course_Name,Category,Course_Level,Course_Duration_Days,Instructor_Rating,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,Enrollment_Date,Payment_Mode,Fee_Paid,Discount_Used,Payment_Amount,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,Completed,Gender_Encoded,Education_Encoded,Employment_Encoded,Device_Encoded,Internet_Encoded,Level_Encoded,Category_Encoded,Payment_Encoded
19094,STU119094,Priya Mehta,Female,23,HighSchool,Student,Delhi,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,3,50,83.7,3,11.5,0,14,6.5,6,4,0,85.1,73.8,69.0,4,18-05-2024,Free,No,No,0,61,4,1,4.6,Completed,0,2,2,0,2,1,0,2
19095,STU119095,Rahul Verma,Female,24,Master,Self-Employed,Delhi,Mobile,Low,C101,Python Basics,Programming,Beginner,45,4.6,3,37,73.8,4,2.0,0,4,10.0,7,3,5,84.1,91.5,72.4,2,12-12-2024,Debit Card,Yes,No,4297,76,4,1,3.8,Completed,0,3,1,1,1,1,4,1
19096,STU119096,Sai Patel,Male,27,Bachelor,Self-Employed,Vadodara,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,39,69.9,3,0.5,11,4,6.7,3,7,3,44.9,46.7,44.8,2,30-11-2023,Credit Card,Yes,No,4990,51,3,0,3.1,Completed,1,0,1,1,0,2,4,0
19097,STU119097,Arjun Joshi,Female,19,Bachelor,Employed,Vadodara,Mobile,Low,C107,Statistics for Data Science,Math,Intermediate,50,4.2,5,45,88.4,1,2.6,2,5,7.4,4,6,0,67.2,88.9,59.4,1,23-12-2023,Debit Card,Yes,No,4937,58,2,1,3.6,Completed,0,0,0,1,1,2,3,1
19098,STU119098,Rohan Patel,Male,21,Bachelor,Employed,Bhopal,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,6,28,79.7,2,0.5,3,6,6.3,4,6,3,86.1,95.5,56.7,1,22-07-2025,UPI,Yes,No,3401,76,3,0,3.3,Completed,1,0,0,1,0,1,2,5
19099,STU119099,Nikhil Bhardwaj,Male,24,Diploma,Unemployed,Chennai,Laptop,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,3,43,91.8,2,0.5,5,6,7.6,4,6,8,76.3,64.1,59.3,4,01-07-2025,NetBanking,Yes,No,4694,100,2,1,4.9,Not Completed,1,1,3,0,0,2,3,3
19100,STU119100,Ananya Verma,Female,33,Diploma,Student,Vadodara,Laptop,Low,C107,Statistics for Data Science,Math,Intermediate,50,4.2,2,50,68.1,2,1.2,23,4,8.1,6,4,4,64.3,66.4,63.2,0,07-12-2024,Free,No,No,0,71,2,1,5.0,Not Completed,0,1,2,0,1,2,3,2
19101,STU119101,Ananya Iyer,Female,31,Master,Student,Jaipur,Laptop,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,7,40,84.1,3,0.5,11,7,6.1,4,6,5,58.3,100.0,58.4,3,03-03-2025,UPI,Yes,No,3179,77,1,1,5.0,Not Completed,0,3,2,0,2,1,2,5
19102,STU119102,Aarav Reddy,Female,30,Bachelor,Employed,Mumbai,Mobile,Low,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,26,75.5,3,6.1,4,2,4.8,5,4,5,77.3,77.7,60.3,1,26-09-2024,UPI,Yes,No,5275,62,2,0,4.8,Completed,0,0,0,1,1,2,4,5
19103,STU119103,Priya Verma,Female,31,Bachelor,Employed,Delhi,Laptop,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,5,38,53.8,0,2.3,9,2,10.0,6,4,1,77.9,72.3,58.4,1,19-09-2024,Credit Card,Yes,Yes,4778,59,1,1,4.5,Completed,0,0,0,0,2,2,4,0
