,Student_ID,Name,Gender,Age,Education_Level,Employment_Status,City,Device_Type,Internet_Connection_Quality,Course_ID,Course_Name,Category,Course_Level,Course_Duration_Days,Instructor_Rating,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,Enrollment_Date,Payment_Mode,Fee_Paid,Discount_Used,Payment_Amount,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,Completed,Gender_Encoded,Education_Encoded,Employment_Encoded,Device_Encoded,Internet_Encoded,Level_Encoded,Category_Encoded,Payment_Encoded
84162,STU184162,Neha Desai,Female,22,Bachelor,Student,Lucknow,Tablet,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,8,43,42.3,3,8.9,1,7,6.6,5,5,5,56.3,72.2,48.4,3,02-12-2023,Free,No,Yes,0,33,5,1,4.2,Completed,0,0,2,2,2,2,3,2
84163,STU184163,Pooja Bose,Female,23,Bachelor,Employed,Bhopal,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,5,28,21.6,1,5.3,3,8,7.9,4,6,5,50.3,77.0,35.4,3,03-07-2025,NetBanking,Yes,No,4266,67,2,0,3.2,Completed,0,0,0,1,0,1,4,3
84164,STU184164,Nikhil Bhardwaj,Female,17,Master,Unemployed,Mumbai,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,5,40,24.2,4,2.5,7,7,8.7,8,2,3,67.9,61.2,59.5,0,12-05-2025,Scholarship,No,No,541,52,4,1,4.0,Completed,0,3,3,1,2,1,0,4
84165,STU184165,Aditya Bose,Male,35,Bachelor,Student,Vadodara,Mobile,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,1,37,39.0,2,0.5,4,6,4.6,4,6,4,47.7,66.5,41.0,4,10-02-2024,Debit Card,Yes,No,5601,80,2,3,5.0,Not Completed,1,0,2,1,0,2,4,1
84166,STU184166,Arjun Sharma,Male,33,Bachelor,Employed,Surat,Mobile,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,5,43,72.7,2,5.9,5,3,5.1,6,3,2,60.7,52.6,64.1,0,01-03-2024,UPI,Yes,No,3383,87,4,2,5.0,Completed,1,0,0,1,2,1,2,5
84167,STU184167,Ananya Kumar,Male,17,Bachelor,Employed,Bhopal,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,18,44.2,1,3.9,0,2,2.7,8,2,4,73.3,68.3,66.9,4,31-07-2024,UPI,Yes,No,5165,48,1,2,1.9,Completed,1,0,0,1,0,2,4,5
84168,STU184168,Aarav Shah,Female,22,Bachelor,Student,Bengaluru,Laptop,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,1,28,46.2,1,0.5,0,2,4.7,5,5,1,61.6,49.0,48.6,1,21-09-2025,Scholarship,No,No,498,67,3,1,3.9,Not Completed,0,0,2,0,2,1,2,4
84169,STU184169,Aditya Singh,Male,18,Bachelor,Employed,Nagpur,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,41,51.5,4,1.5,6,7,6.8,9,1,6,67.9,82.2,76.2,6,29-02-2024,Credit Card,Yes,No,4931,31,1,4,4.3,Completed,1,0,0,1,2,2,4,0
84170,STU184170,Aditya Desai,Female,25,Diploma,Unemployed,Surat,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,4,34,89.2,3,1.3,25,6,4.8,5,5,2,75.8,75.4,65.0,4,22-08-2025,NetBanking,Yes,No,4137,54,0,0,4.1,Not Completed,0,1,3,1,0,1,4,3
84171,STU184171,Ananya Patel,Male,27,Bachelor,Employed,Indore,Laptop,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,4,26,50.3,1,0.5,3,3,7.2,4,6,4,59.1,77.6,45.5,2,12-09-2024,NetBanking,Yes,No,4666,71,4,2,3.2,Not Completed,1,0,0,0,2,2,3,3
