,Student_ID,Name,Gender,Age,Education_Level,Employment_Status,City,Device_Type,Internet_Connection_Quality,Course_ID,Course_Name,Category,Course_Level,Course_Duration_Days,Instructor_Rating,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,Enrollment_Date,Payment_Mode,Fee_Paid,Discount_Used,Payment_Amount,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,Completed,Gender_Encoded,Education_Encoded,Employment_Encoded,Device_Encoded,Internet_Encoded,Level_Encoded,Category_Encoded,Payment_Encoded
41661,STU141661,Aditya Singh,Male,31,Master,Employed,Nagpur,Tablet,Medium,C101,Python Basics,Programming,Beginner,45,4.6,3,35,66.2,4,5.8,8,8,5.9,2,8,3,84.6,65.0,38.4,1,16-01-2025,Debit Card,Yes,No,4595,69,1,2,5.0,Not Completed,1,3,0,2,2,1,4,1
41662,STU141662,Pooja Verma,Male,20,Master,Employed,Pune,Mobile,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,5,37,31.4,1,1.6,25,5,7.1,6,3,5,81.7,47.8,49.4,2,09-06-2025,NetBanking,Yes,No,4837,81,2,2,4.4,Not Completed,1,3,0,1,0,2,3,3
41663,STU141663,Aditya Joshi,Male,32,Master,Student,Surat,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,6,37,60.3,5,0.5,10,8,5.7,7,2,8,84.4,60.0,66.1,4,13-12-2024,Debit Card,Yes,Yes,3880,46,3,1,3.1,Not Completed,1,3,2,1,2,2,4,1
41664,STU141664,Nikhil Bose,Female,24,Bachelor,Employed,Kolkata,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,3,53,50.5,2,6.2,2,2,4.9,6,4,7,73.5,63.7,56.9,0,31-05-2024,Free,No,Yes,0,100,2,1,3.8,Completed,0,0,0,1,0,1,4,2
41665,STU141665,Ananya Mehta,Female,17,Master,Employed,Hyderabad,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,39,73.1,0,0.5,4,4,5.2,3,7,3,61.5,52.1,46.2,4,06-12-2023,UPI,Yes,No,4532,93,1,1,4.2,Completed,0,3,0,1,2,1,4,5
41666,STU141666,Ananya Patel,Male,33,Bachelor,Employed,Bhopal,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,2,18,55.5,3,0.7,1,6,8.5,4,6,3,61.5,72.4,47.0,1,26-03-2024,NetBanking,Yes,No,5070,83,3,0,3.8,Completed,1,0,0,1,2,2,4,3
41667,STU141667,Arjun Bose,Male,24,Master,Student,Kolkata,Mobile,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,4,41,80.6,5,11.0,21,6,4.6,5,5,4,88.1,81.7,62.3,2,13-12-2024,Debit Card,Yes,No,4698,65,2,1,3.6,Not Completed,1,3,2,1,2,2,3,1
41668,STU141668,Neha Desai,Female,27,HighSchool,Student,Delhi,Mobile,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,40,80.2,2,0.5,0,12,5.7,6,3,1,73.2,69.9,67.6,1,17-09-2024,UPI,Yes,No,6153,59,0,0,4.4,Completed,0,2,2,1,0,2,4,5
41669,STU141669,Aarav Kumar,Female,17,Bachelor,Student,Ahmedabad,Mobile,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,5,40,24.9,3,10.0,11,7,7.1,7,3,2,85.3,70.0,54.2,7,02-04-2024,UPI,Yes,No,3629,94,3,1,4.1,Completed,0,0,2,1,2,1,1,5
41670,STU141670,Ananya Nair,Female,25,Diploma,Employed,Vadodara,Mobile,High,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,9,35,74.4,5,0.5,5,7,1.7,5,5,5,81.1,63.6,59.2,1,18-07-2024,Credit Card,Yes,No,6533,83,0,0,3.5,Completed,0,1,0,1,0,0,4,0
