,Student_ID,Name,Gender,Age,Education_Level,Employment_Status,City,Device_Type,Internet_Connection_Quality,Course_ID,Course_Name,Category,Course_Level,Course_Duration_Days,Instructor_Rating,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,Enrollment_Date,Payment_Mode,Fee_Paid,Discount_Used,Payment_Amount,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,Completed,Gender_Encoded,Education_Encoded,Employment_Encoded,Device_Encoded,Internet_Encoded,Level_Encoded,Category_Encoded,Payment_Encoded
43342,STU143342,Ritika Reddy,Male,23,Bachelor,Employed,Kolkata,Tablet,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,18,64.2,0,5.5,0,8,5.1,3,7,1,71.5,76.4,44.3,0,02-05-2025,UPI,Yes,Yes,4221,66,4,2,3.8,Not Completed,1,0,0,2,2,2,4,5
43343,STU143343,Meera Gupta,Female,29,Bachelor,Student,Hyderabad,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,6,32,52.2,3,7.5,3,2,8.6,2,8,5,70.4,95.3,35.0,4,06-02-2024,UPI,Yes,No,5983,75,2,3,3.7,Completed,0,0,2,1,2,2,4,5
43344,STU143344,Pooja Nair,Male,22,Bachelor,Employed,Jaipur,Laptop,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,1,35,51.8,1,4.4,1,5,5.7,5,5,4,52.1,43.8,50.3,2,22-04-2025,Free,No,Yes,0,62,3,0,4.4,Not Completed,1,0,0,0,0,1,1,2
43345,STU143345,Vihaan Nair,Female,29,Bachelor,Student,Delhi,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,10,46,41.6,1,3.3,2,7,7.1,5,5,3,68.3,47.0,46.9,3,16-11-2023,Scholarship,No,No,1292,58,4,1,2.6,Not Completed,0,0,2,1,0,2,4,4
43346,STU143346,Meera Bose,Female,25,HighSchool,Employed,Nagpur,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,3,21,40.4,3,1.0,0,5,5.7,4,6,1,50.1,80.6,42.2,2,29-05-2025,UPI,Yes,No,3352,50,3,1,3.7,Not Completed,0,2,0,1,0,1,0,5
43347,STU143347,Arjun Shah,Female,31,Diploma,Employed,Lucknow,Mobile,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,4,28,70.9,0,4.4,13,4,6.7,4,6,1,57.2,63.3,52.0,2,27-03-2025,NetBanking,Yes,No,3808,44,9,1,3.2,Completed,0,1,0,1,2,1,2,3
43348,STU143348,Sneha Gupta,Male,20,Bachelor,Employed,Pune,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,5,36,44.4,2,0.5,2,7,4.0,3,7,1,84.2,80.8,37.6,2,12-07-2024,UPI,Yes,No,3149,51,5,1,3.1,Completed,1,0,0,0,2,1,0,5
43349,STU143349,Sai Kumar,Female,27,Master,Student,Hyderabad,Mobile,Low,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,4,45,43.1,3,3.9,10,4,5.0,6,4,5,67.4,67.7,54.5,4,14-08-2024,Free,No,Yes,0,43,1,0,3.4,Not Completed,0,3,2,1,1,1,2,2
43350,STU143350,Isha Desai,Female,35,Master,Employed,Pune,Tablet,Low,C101,Python Basics,Programming,Beginner,45,4.6,5,30,36.3,2,0.5,27,7,5.3,6,4,5,44.2,82.0,52.8,2,04-09-2025,Debit Card,Yes,Yes,3389,77,3,1,4.1,Completed,0,3,0,2,1,1,4,1
43351,STU143351,Priya Reddy,Female,18,Diploma,Employed,Delhi,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,4,32,75.5,2,7.8,3,4,4.3,4,6,4,74.5,75.4,54.2,3,02-11-2023,UPI,Yes,No,4215,98,3,1,3.8,Not Completed,0,1,0,1,0,1,4,5
43352,STU143352,Rahul Mehta,Male,17,Bachelor,Student,Vadodara,Mobile,Low,C108,Excel for Business,Business,Beginner,25,4.1,3,34,74.1,4,2.1,1,11,6.5,4,6,3,61.1,46.7,52.3,1,05-12-2024,Scholarship,No,No,496,76,2,0,5.0,Not Completed,1,0,2,1,1,1,0,4
43353,STU143353,Pooja Bhardwaj,Male,23,Master,Student,Bengaluru,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,5,31,81.8,2,0.5,1,7,9.9,7,3,2,69.2,87.6,75.0,4,31-10-2024,UPI,Yes,No,3093,57,4,1,4.0,Completed,1,3,2,1,2,1,0,5
43354,STU143354,Neha Patel,Female,33,Bachelor,Employed,Indore,Laptop,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,6,50,72.6,3,2.2,9,11,8.4,6,3,7,80.4,72.8,65.1,1,13-01-2025,Debit Card,Yes,No,3466,93,2,0,4.9,Not Completed,0,0,0,0,0,1,2,1
