,Student_ID,Name,Gender,Age,Education_Level,Employment_Status,City,Device_Type,Internet_Connection_Quality,Course_ID,Course_Name,Category,Course_Level,Course_Duration_Days,Instructor_Rating,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,Enrollment_Date,Payment_Mode,Fee_Paid,Discount_Used,Payment_Amount,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,Completed,Gender_Encoded,Education_Encoded,Employment_Encoded,Device_Encoded,Internet_Encoded,Level_Encoded,Category_Encoded,Payment_Encoded
91709,STU191709,Aarav Mehta,Male,34,Master,Student,Pune,Mobile,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,3,30,58.0,7,0.5,4,4,8.1,5,5,1,94.8,87.3,54.7,1,16-09-2025,NetBanking,Yes,No,3496,100,1,2,5.0,Completed,1,3,2,1,2,1,2,3
91710,STU191710,Pooja Joshi,Male,31,Master,Employed,Hyderabad,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,7,31,82.6,1,11.2,10,2,3.9,4,6,6,100.0,54.8,55.7,1,13-07-2025,UPI,Yes,No,5279,54,2,1,4.7,Completed,1,3,0,1,2,2,4,5
91711,STU191711,Krishna Reddy,Female,30,HighSchool,Employed,Mumbai,Laptop,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,3,33,63.1,1,0.5,4,6,6.6,7,3,1,69.9,62.8,67.2,2,10-08-2025,Free,No,No,0,60,0,2,3.2,Completed,0,2,0,0,0,1,1,2
91712,STU191712,Neha Iyer,Male,24,Bachelor,Self-Employed,Nagpur,Laptop,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,5,33,88.6,2,2.5,2,8,6.2,4,6,4,99.9,63.6,58.2,3,21-05-2025,Free,No,No,0,55,1,0,5.0,Not Completed,1,0,1,0,0,1,2,2
91713,STU191713,Aditya Kumar,Female,17,Master,Employed,Kolkata,Mobile,Low,C101,Python Basics,Programming,Beginner,45,4.6,7,42,39.7,2,1.5,5,7,10.0,3,7,3,86.5,65.7,35.2,1,14-02-2024,Free,No,Yes,0,65,2,1,4.4,Not Completed,0,3,0,1,1,1,4,2
91714,STU191714,Neha Kumar,Male,21,Bachelor,Employed,Surat,Laptop,High,C101,Python Basics,Programming,Beginner,45,4.6,7,24,59.6,4,10.2,19,11,6.2,6,4,3,86.0,89.3,61.3,2,26-08-2025,NetBanking,Yes,No,4247,55,2,0,3.4,Completed,1,0,0,0,0,1,4,3
91715,STU191715,Vihaan Joshi,Male,21,Bachelor,Student,Vadodara,Laptop,Medium,C101,Python Basics,Programming,Beginner,45,4.6,2,29,39.9,3,4.3,2,3,0.9,3,7,3,72.4,51.6,34.6,0,06-04-2024,UPI,Yes,No,4423,66,2,3,3.8,Not Completed,1,0,2,0,2,1,4,5
91716,STU191716,Isha Sharma,Male,27,Master,Student,Lucknow,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,6,27,54.7,2,5.3,19,6,4.8,6,4,3,67.7,59.4,58.1,2,17-01-2025,UPI,Yes,Yes,4009,73,2,1,4.8,Not Completed,1,3,2,1,0,2,4,5
91717,STU191717,Pooja Iyer,Female,31,Master,Employed,Ahmedabad,Laptop,Low,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,4,39,64.6,4,4.4,13,5,7.7,7,3,3,49.7,53.5,67.3,1,08-01-2024,UPI,Yes,No,3920,82,3,0,3.0,Not Completed,0,3,0,0,1,1,1,5
91718,STU191718,Rahul Patel,Other,24,Master,Employed,Bhopal,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,50,27.2,1,2.1,5,8,5.4,4,6,3,89.4,89.0,38.0,4,28-03-2025,Free,No,Yes,0,57,3,1,3.4,Not Completed,2,3,0,1,2,1,4,2
91719,STU191719,Aditya Nair,Male,22,Master,Employed,Mumbai,Laptop,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,45,57.4,5,8.6,7,6,7.1,7,3,4,100.0,66.8,65.4,4,14-08-2024,Credit Card,Yes,No,5372,80,3,0,5.0,Not Completed,1,3,0,0,0,2,4,0
