,Student_ID,Name,Gender,Age,Education_Level,Employment_Status,City,Device_Type,Internet_Connection_Quality,Course_ID,Course_Name,Category,Course_Level,Course_Duration_Days,Instructor_Rating,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,Enrollment_Date,Payment_Mode,Fee_Paid,Discount_Used,Payment_Amount,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,Completed,Gender_Encoded,Education_Encoded,Employment_Encoded,Device_Encoded,Internet_Encoded,Level_Encoded,Category_Encoded,Payment_Encoded
86256,STU186256,Meera Mehta,Female,29,Bachelor,Self-Employed,Bengaluru,Laptop,Medium,C101,Python Basics,Programming,Beginner,45,4.6,7,33,81.1,3,3.2,1,7,3.6,2,8,5,85.2,70.6,43.9,0,17-08-2024,NetBanking,Yes,Yes,3747,59,5,0,4.5,Completed,0,0,1,0,2,1,4,3
86257,STU186257,Ananya Iyer,Male,25,Bachelor,Employed,Vadodara,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,7,16,81.5,3,0.5,25,6,2.6,5,5,4,54.5,49.1,61.0,1,12-08-2025,Free,No,Yes,0,67,3,2,4.8,Completed,1,0,0,1,2,2,4,2
86258,STU186258,Neha Sharma,Female,31,Bachelor,Employed,Indore,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,4,38,70.2,2,6.5,5,5,4.5,7,3,1,79.7,56.9,69.4,4,28-02-2025,Scholarship,No,No,355,96,3,0,3.7,Completed,0,0,0,1,2,1,4,4
86259,STU186259,Rahul Singh,Female,24,Master,Student,Kolkata,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,6,27,64.4,2,12.2,12,9,6.8,8,2,3,86.6,73.6,74.2,3,07-05-2025,Debit Card,Yes,No,3241,50,5,0,4.9,Completed,0,3,2,1,0,1,0,1
86260,STU186260,Sakshi Reddy,Male,29,Bachelor,Student,Bhopal,Mobile,High,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,6,39,34.1,1,7.0,4,6,8.8,5,5,2,69.0,84.5,46.2,0,27-10-2024,UPI,Yes,Yes,5105,61,1,1,3.9,Completed,1,0,2,1,0,0,4,5
86261,STU186261,Isha Shah,Female,37,Master,Student,Mumbai,Mobile,Low,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,5,28,25.6,3,1.6,2,3,6.9,7,3,5,68.8,98.7,55.9,1,03-08-2025,Credit Card,Yes,No,4185,69,1,1,4.1,Completed,0,3,2,1,1,1,1,0
86262,STU186262,Vivaan Joshi,Male,17,Bachelor,Student,Nagpur,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,26,68.6,1,6.3,0,8,7.4,3,7,0,83.2,80.5,46.0,2,28-09-2025,Scholarship,No,No,1223,50,0,3,4.0,Completed,1,0,2,1,2,2,4,4
86263,STU186263,Ritika Bhardwaj,Male,17,Bachelor,Employed,Hyderabad,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,4,26,77.6,2,0.5,3,7,4.8,3,7,3,73.2,78.0,49.1,3,12-07-2024,UPI,Yes,No,3386,81,4,1,4.3,Completed,1,0,0,0,2,1,0,5
86264,STU186264,Meera Nair,Male,27,Master,Student,Jaipur,Laptop,High,C101,Python Basics,Programming,Beginner,45,4.6,4,52,61.2,4,5.0,1,2,2.1,5,5,5,61.0,61.4,54.5,1,24-12-2023,Credit Card,Yes,No,4412,91,0,2,4.6,Completed,1,3,2,0,0,1,4,0
86265,STU186265,Sakshi Sharma,Female,27,Diploma,Self-Employed,Hyderabad,Laptop,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,3,29,33.8,2,0.5,2,6,8.5,4,6,1,68.9,67.5,39.2,2,17-06-2024,NetBanking,Yes,No,3866,100,1,0,4.8,Not Completed,0,1,1,0,2,1,1,3
86266,STU186266,Rohan Shah,Male,27,Bachelor,Student,Surat,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,22,48.6,2,0.5,3,1,9.9,3,6,5,82.2,69.5,38.5,0,30-01-2025,NetBanking,Yes,No,5249,63,3,1,3.6,Not Completed,1,0,2,1,2,2,4,3
86267,STU186267,Kavya Kumar,Female,23,Bachelor,Employed,Ahmedabad,Laptop,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,3,42,72.9,5,0.5,2,12,7.5,4,5,5,91.3,82.0,53.6,0,12-08-2024,UPI,Yes,Yes,3193,85,2,0,5.0,Completed,0,0,0,0,0,1,1,5
86268,STU186268,Sneha Iyer,Male,26,HighSchool,Student,Kolkata,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,2,30,39.6,1,6.3,3,3,9.0,4,6,1,59.8,67.9,41.2,2,10-12-2024,NetBanking,Yes,No,3316,68,2,0,5.0,Not Completed,1,2,2,1,2,1,0,3
86269,STU186269,Meera Iyer,Female,29,Diploma,Unemployed,Jaipur,Laptop,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,3,26,80.4,1,0.5,13,5,8.1,6,4,7,80.8,87.5,68.5,2,11-05-2025,Free,No,No,0,78,4,0,5.0,Completed,0,1,3,0,2,2,4,2
86270,STU186270,Kavya Bhardwaj,Female,21,Bachelor,Student,Surat,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,6,30,67.4,3,0.5,2,8,5.3,7,3,4,67.3,67.7,69.0,5,19-11-2023,Credit Card,Yes,Yes,3012,72,0,0,5.0,Completed,0,0,2,0,2,1,0,0
86271,STU186271,Kavya Bhardwaj,Female,28,Bachelor,Employed,Indore,Mobile,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,6,13,40.0,5,4.1,17,4,5.4,3,7,3,81.3,41.0,34.1,3,03-11-2024,Credit Card,Yes,No,4029,40,2,3,3.8,Not Completed,0,0,0,1,2,1,1,0
86272,STU186272,Aditya Verma,Male,18,Bachelor,Employed,Pune,Mobile,High,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,5,23,43.7,6,0.5,10,7,7.6,6,4,2,85.2,60.5,54.3,1,02-07-2025,Credit Card,Yes,No,6608,98,2,0,3.5,Completed,1,0,0,1,0,0,4,0
86273,STU186273,Ritika Joshi,Female,21,Master,Self-Employed,Indore,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,6,44,85.3,4,0.5,7,4,5.0,6,4,2,82.6,80.5,69.9,0,16-02-2024,Credit Card,Yes,Yes,5211,65,3,0,5.0,Not Completed,0,3,1,1,2,2,4,0
86274,STU186274,Pooja Joshi,Female,31,Master,Student,Chennai,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,30,71.9,4,0.5,7,7,8.6,7,3,4,84.3,74.5,70.9,1,23-08-2025,Credit Card,Yes,Yes,3629,77,4,0,5.0,Completed,0,3,2,1,2,1,4,0
86275,STU186275,Aditya Nair,Male,25,HighSchool,Employed,Jaipur,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,3,26,90.0,1,0.5,4,7,10.0,6,4,9,79.1,49.5,70.0,1,24-11-2023,Credit Card,Yes,No,3417,83,7,0,4.3,Not Completed,1,2,0,1,0,1,0,0
86276,STU186276,Arjun Iyer,Female,40,Diploma,Student,Mumbai,Mobile,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,4,28,80.1,2,1.2,5,5,3.7,6,4,4,68.5,56.8,66.9,2,08-01-2025,UPI,Yes,No,4366,83,2,1,4.0,Not Completed,0,1,2,1,2,1,1,5
86277,STU186277,Pooja Desai,Female,27,Bachelor,Student,Bengaluru,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,27,30.8,4,2.4,0,7,5.4,3,6,6,55.1,62.8,31.9,1,17-02-2024,Free,No,No,0,32,0,1,5.0,Not Completed,0,0,2,1,0,2,4,2
86278,STU186278,Rahul Iyer,Male,29,Master,Employed,Delhi,Tablet,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,4,44,52.2,1,0.5,25,2,8.1,4,6,3,59.3,57.1,45.1,2,20-09-2025,Debit Card,Yes,Yes,4984,87,3,1,3.0,Not Completed,1,3,0,2,2,0,4,1
86279,STU186279,Meera Bhardwaj,Female,20,HighSchool,Employed,Kolkata,Mobile,Low,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,5,28,55.8,0,3.8,7,8,8.3,3,7,5,69.9,57.1,40.4,2,05-02-2024,Debit Card,Yes,No,4148,56,2,1,2.6,Completed,0,2,0,1,1,1,1,1
86280,STU186280,Neha Reddy,Male,23,Master,Student,Delhi,Laptop,Medium,C101,Python Basics,Programming,Beginner,45,4.6,4,27,31.9,1,0.9,0,3,7.3,4,6,1,65.3,28.8,36.6,1,03-12-2023,Free,No,No,0,70,1,0,5.0,Not Completed,1,3,2,0,2,1,4,2
86281,STU186281,Sai Sharma,Male,24,HighSchool,Employed,Ahmedabad,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,8,21,77.8,3,1.0,4,7,7.3,5,5,6,62.2,67.2,60.6,2,02-12-2024,UPI,Yes,Yes,4148,76,2,0,3.6,Not Completed,1,2,0,1,0,2,4,5
86282,STU186282,Aarav Bhardwaj,Male,22,Bachelor,Employed,Indore,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,3,36,60.3,3,11.0,7,5,8.4,6,4,3,53.6,27.3,58.5,5,15-03-2025,Credit Card,Yes,No,6504,35,1,2,3.2,Not Completed,1,0,0,1,2,0,4,0
