,Student_ID,Name,Gender,Age,Education_Level,Employment_Status,City,Device_Type,Internet_Connection_Quality,Course_ID,Course_Name,Category,Course_Level,Course_Duration_Days,Instructor_Rating,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,Enrollment_Date,Payment_Mode,Fee_Paid,Discount_Used,Payment_Amount,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,Completed,Gender_Encoded,Education_Encoded,Employment_Encoded,Device_Encoded,Internet_Encoded,Level_Encoded,Category_Encoded,Payment_Encoded
0,STU100000,Vihaan Patel,Male,19,Diploma,Student,Indore,Laptop,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,30,55.0,2,0.5,1,6,4.3,8,1,5,80.9,71.2,70.8,0,01-06-2024,Scholarship,No,No,1740,49,3,4,3.5,Completed,1,1,2,0,2,2,4,4
1,STU100001,Arjun Nair,Female,17,Bachelor,Student,Delhi,Laptop,Low,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,4,37,84.1,2,0.9,3,5,7.8,4,6,3,78.4,42.5,55.6,2,27-04-2025,Credit Card,Yes,No,6147,86,0,0,4.5,Not Completed,0,0,2,0,1,0,4,0
2,STU100002,Aditya Bhardwaj,Female,34,Master,Student,Chennai,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,9,75.6,3,0.5,19,5,6.7,8,2,3,100.0,87.9,78.8,2,20-01-2024,NetBanking,Yes,No,4280,85,1,0,5.0,Completed,0,3,2,1,2,1,4,3
3,STU100003,Krishna Singh,Female,29,Diploma,Employed,Surat,Mobile,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,2,27,63.3,1,7.4,19,9,6.4,0,10,4,59.1,51.4,24.7,4,13-05-2025,UPI,Yes,No,3812,42,2,3,3.8,Completed,0,1,0,1,0,1,1,5
4,STU100004,Krishna Nair,Female,19,Master,Self-Employed,Lucknow,Laptop,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,2,36,86.4,1,0.5,4,7,7.5,5,5,8,84.8,93.0,64.9,4,19-12-2024,Debit Card,Yes,Yes,5486,91,3,0,4.0,Completed,0,3,1,0,2,0,4,1
5,STU100005,Rohan Reddy,Female,21,Bachelor,Student,Jaipur,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,7,30,85.9,1,11.8,4,9,6.2,7,3,4,99.6,65.6,75.3,5,23-10-2023,UPI,Yes,No,4526,74,5,2,4.5,Completed,0,0,2,1,2,2,4,5
6,STU100006,Sai Nair,Male,22,Diploma,Employed,Chennai,Laptop,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,5,43,94.5,5,0.5,0,6,7.2,3,7,5,74.4,80.4,55.1,1,24-03-2024,UPI,Yes,No,5682,83,2,0,4.8,Completed,1,1,0,0,0,2,4,5
7,STU100007,Krishna Desai,Male,23,Master,Employed,Hyderabad,Mobile,Low,C101,Python Basics,Programming,Beginner,45,4.6,8,12,79.2,1,0.5,1,6,5.4,7,3,3,76.3,72.9,73.4,3,09-11-2024,NetBanking,Yes,No,4590,68,0,0,5.0,Completed,1,3,0,1,1,1,4,3
8,STU100008,Vihaan Joshi,Male,17,Bachelor,Student,Nagpur,Tablet,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,7,20,82.3,2,0.9,2,6,6.8,10,0,6,76.3,69.4,92.3,2,13-07-2024,Credit Card,Yes,Yes,5055,78,4,2,4.7,Completed,1,0,2,2,0,2,4,0
9,STU100009,Vivaan Nair,Male,32,Bachelor,Student,Kolkata,Laptop,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,7,30,63.4,2,3.3,0,2,6.4,3,7,3,55.8,54.1,42.9,0,07-11-2024,UPI,Yes,Yes,2951,48,1,2,4.4,Completed,1,0,2,0,2,1,2,5
10,STU100010,Aditya Gupta,Female,31,Bachelor,Student,Ahmedabad,Mobile,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,6,38,82.9,2,4.2,3,1,4.9,3,7,4,58.6,100.0,52.0,2,11-07-2025,UPI,Yes,No,4631,88,4,0,3.8,Completed,0,0,2,1,2,2,3,5
11,STU100011,Sneha Bhardwaj,Male,21,Master,Student,Pune,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,4,28,64.3,3,2.9,2,3,3.2,5,5,2,82.1,54.6,55.2,0,02-12-2023,Scholarship,No,No,2693,60,3,1,4.6,Not Completed,1,3,2,1,2,0,4,4
12,STU100012,Rohan Desai,Female,28,Master,Student,Ahmedabad,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,6,30,53.5,4,13.4,3,6,6.7,3,6,3,81.5,76.7,40.6,2,11-06-2024,Credit Card,Yes,No,3408,100,0,2,5.0,Completed,0,3,2,1,0,1,0,0
13,STU100013,Vihaan Mehta,Female,24,Master,Student,Ahmedabad,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,5,21,88.2,2,9.2,5,4,7.0,5,5,7,73.3,66.4,64.2,2,24-10-2024,Credit Card,Yes,No,3153,88,2,1,5.0,Completed,0,3,2,1,0,1,2,0
14,STU100014,Sai Joshi,Male,19,Diploma,Employed,Hyderabad,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,23,73.8,3,0.5,11,4,10.0,2,8,4,58.3,61.4,40.9,3,16-07-2024,NetBanking,Yes,No,4525,60,1,1,3.6,Not Completed,1,1,0,1,0,2,4,3
15,STU100015,Aditya Bhardwaj,Male,26,Diploma,Employed,Lucknow,Mobile,Low,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,20,92.4,2,10.5,4,5,6.4,5,5,5,68.2,68.9,65.8,2,23-06-2024,Free,No,No,0,32,1,0,4.2,Completed,1,1,0,1,1,2,4,2
16,STU100016,Sai Reddy,Female,32,Bachelor,Student,Chennai,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,6,34,83.5,1,3.5,5,5,4.7,5,4,2,100.0,80.4,63.3,0,02-08-2025,Debit Card,Yes,No,4834,40,2,1,3.8,Completed,0,0,2,1,0,2,4,1
17,STU100017,Rahul Singh,Female,29,Bachelor,Employed,Lucknow,Mobile,Low,C103,Introduction to AI,Programming,Intermediate,75,4.5,6,44,55.6,2,9.8,1,5,7.9,2,8,8,74.1,69.0,34.9,1,13-12-2023,UPI,Yes,No,5565,59,1,0,5.0,Completed,0,0,0,1,1,2,4,5
