,Student_ID,Name,Gender,Age,Education_Level,Employment_Status,City,Device_Type,Internet_Connection_Quality,Course_ID,Course_Name,Category,Course_Level,Course_Duration_Days,Instructor_Rating,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,Enrollment_Date,Payment_Mode,Fee_Paid,Discount_Used,Payment_Amount,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,Completed,Gender_Encoded,Education_Encoded,Employment_Encoded,Device_Encoded,Internet_Encoded,Level_Encoded,Category_Encoded,Payment_Encoded
69557,STU169557,Rahul Iyer,Male,19,HighSchool,Student,Surat,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,35,62.6,7,0.5,13,3,8.2,5,5,8,87.7,43.4,54.1,3,13-09-2024,UPI,Yes,No,5481,71,4,2,4.5,Not Completed,1,2,2,1,2,2,4,5
69558,STU169558,Vivaan Joshi,Female,20,HighSchool,Employed,Kolkata,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,4,39,81.8,2,0.5,4,3,3.3,5,5,5,80.1,87.8,63.0,4,30-08-2025,UPI,Yes,No,3156,59,4,0,4.1,Completed,0,2,0,0,2,1,0,5
69559,STU169559,Priya Nair,Female,23,Master,Employed,Kolkata,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,5,26,72.3,4,1.6,21,5,7.7,4,6,3,55.9,66.9,52.7,2,28-03-2024,Scholarship,No,No,631,57,3,1,3.5,Not Completed,0,3,0,1,2,1,0,4
69560,STU169560,Sai Gupta,Female,29,Bachelor,Employed,Lucknow,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,3,36,71.8,1,3.4,2,9,8.7,3,6,2,70.7,66.4,46.5,5,01-09-2025,Free,No,Yes,0,61,1,0,5.0,Not Completed,0,0,0,1,0,1,4,2
69561,STU169561,Aditya Gupta,Male,30,Master,Employed,Hyderabad,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,35,38.9,1,0.5,0,3,7.6,5,5,3,31.6,76.9,47.5,5,01-11-2024,UPI,Yes,No,5212,51,2,1,5.0,Completed,1,3,0,1,2,2,4,5
69562,STU169562,Aarav Iyer,Female,38,Bachelor,Employed,Bengaluru,Laptop,Low,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,23,86.3,2,0.5,0,3,7.1,5,5,2,68.9,43.8,62.4,1,24-12-2023,Credit Card,Yes,Yes,4542,54,4,0,3.6,Not Completed,0,0,0,0,1,2,4,0
69563,STU169563,Kavya Mehta,Male,22,Bachelor,Student,Indore,Mobile,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,7,52,62.2,2,6.9,2,6,10.0,5,4,4,65.3,49.3,54.3,2,25-10-2024,UPI,Yes,No,4898,64,1,0,4.8,Not Completed,1,0,2,1,2,2,3,5
69564,STU169564,Neha Nair,Male,29,Bachelor,Student,Bengaluru,Laptop,High,C101,Python Basics,Programming,Beginner,45,4.6,5,61,22.2,2,0.5,4,4,9.1,8,2,4,78.7,64.0,59.0,5,18-07-2024,Debit Card,Yes,Yes,3758,57,1,1,4.0,Not Completed,1,0,2,0,0,1,4,1
69565,STU169565,Meera Bhardwaj,Male,39,Master,Employed,Hyderabad,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,5,12,55.6,0,8.3,0,7,5.3,5,5,4,66.6,44.0,51.6,2,22-12-2023,Scholarship,No,No,1153,75,3,1,5.0,Completed,1,3,0,1,0,1,2,4
69566,STU169566,Vihaan Sharma,Male,25,Master,Student,Surat,Laptop,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,3,43,80.0,3,0.5,1,5,6.4,4,6,2,66.4,55.9,54.8,2,15-05-2024,UPI,Yes,No,3263,58,7,0,5.0,Completed,1,3,2,0,0,1,2,5
