,Student_ID,Name,Gender,Age,Education_Level,Employment_Status,City,Device_Type,Internet_Connection_Quality,Course_ID,Course_Name,Category,Course_Level,Course_Duration_Days,Instructor_Rating,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,Enrollment_Date,Payment_Mode,Fee_Paid,Discount_Used,Payment_Amount,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,Completed,Gender_Encoded,Education_Encoded,Employment_Encoded,Device_Encoded,Internet_Encoded,Level_Encoded,Category_Encoded,Payment_Encoded
39214,STU139214,Rahul Singh,Male,23,Master,Student,Mumbai,Tablet,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,6,35,39.6,1,1.6,2,5,8.4,5,5,8,76.5,62.2,47.0,3,29-08-2025,Credit Card,Yes,No,5102,82,4,2,4.9,Not Completed,1,3,2,2,0,2,4,0
39215,STU139215,Aarav Shah,Male,17,Bachelor,Student,Vadodara,Mobile,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,6,39,65.7,3,3.3,6,6,7.9,6,4,5,79.4,61.3,62.0,2,03-03-2025,Credit Card,Yes,No,3734,76,3,0,5.0,Not Completed,1,0,2,1,2,1,2,0
39216,STU139216,Krishna Verma,Female,20,Diploma,Student,Delhi,Laptop,Low,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,32,53.0,3,0.5,4,3,6.7,3,7,2,70.0,56.6,39.4,0,08-08-2024,Free,No,No,0,63,0,1,3.8,Completed,0,1,2,0,1,2,4,2
39217,STU139217,Rohan Sharma,Male,19,PhD,Employed,Chennai,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,6,19,60.6,0,2.8,1,5,8.3,4,6,3,59.9,36.6,47.0,3,14-08-2024,UPI,Yes,No,6036,50,2,0,3.4,Completed,1,4,0,1,2,0,4,5
39218,STU139218,Ananya Gupta,Male,25,Master,Self-Employed,Bengaluru,Laptop,Medium,C101,Python Basics,Programming,Beginner,45,4.6,6,50,81.9,2,5.7,6,8,3.5,1,9,4,64.5,69.9,38.1,2,07-01-2025,Debit Card,Yes,Yes,3371,82,3,0,2.6,Not Completed,1,3,1,0,2,1,4,1
39219,STU139219,Ritika Gupta,Male,23,Bachelor,Student,Bhopal,Laptop,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,3,34,63.0,2,11.5,2,7,5.7,5,5,6,64.8,70.0,55.5,3,19-08-2024,UPI,Yes,No,6125,84,4,0,3.6,Not Completed,1,0,2,0,2,2,4,5
39220,STU139220,Vihaan Kumar,Female,28,Bachelor,Self-Employed,Bhopal,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,6,38,69.5,2,0.5,3,5,4.2,6,4,0,80.9,66.1,63.6,7,25-06-2024,Debit Card,Yes,No,4432,78,1,0,4.1,Not Completed,0,0,1,1,2,1,4,1
39221,STU139221,Meera Iyer,Female,29,Bachelor,Student,Hyderabad,Mobile,Low,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,20,71.0,0,0.5,1,3,5.6,2,8,1,86.4,98.2,41.8,0,23-09-2025,NetBanking,Yes,No,4551,50,1,0,4.3,Not Completed,0,0,2,1,1,2,4,3
39222,STU139222,Krishna Iyer,Female,30,Bachelor,Employed,Kolkata,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,3,14,82.1,0,0.5,6,4,6.1,7,2,2,78.8,66.2,74.0,2,04-08-2025,UPI,Yes,No,4211,45,1,1,4.2,Not Completed,0,0,0,1,0,1,4,5
39223,STU139223,Krishna Bose,Male,23,HighSchool,Self-Employed,Nagpur,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,5,41,80.5,8,1.3,7,5,4.5,4,6,4,100.0,48.4,54.6,2,25-03-2024,UPI,Yes,Yes,2950,31,3,0,3.9,Not Completed,1,2,1,1,2,1,0,5
