,Student_ID,Name,Gender,Age,Education_Level,Employment_Status,City,Device_Type,Internet_Connection_Quality,Course_ID,Course_Name,Category,Course_Level,Course_Duration_Days,Instructor_Rating,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,Enrollment_Date,Payment_Mode,Fee_Paid,Discount_Used,Payment_Amount,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,Completed,Gender_Encoded,Education_Encoded,Employment_Encoded,Device_Encoded,Internet_Encoded,Level_Encoded,Category_Encoded,Payment_Encoded
14369,STU114369,Sakshi Reddy,Other,25,Diploma,Student,Kolkata,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,7,46,51.0,2,0.5,1,4,9.7,8,2,7,66.7,100.0,70.8,4,13-07-2024,Debit Card,Yes,No,4547,84,1,1,5.0,Not Completed,2,1,2,1,0,2,4,1
14370,STU114370,Meera Verma,Male,25,Bachelor,Student,Indore,Mobile,Low,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,8,45,24.2,1,9.1,0,6,8.2,2,8,6,58.6,57.1,23.3,1,17-02-2024,Credit Card,Yes,No,3607,19,2,1,3.1,Not Completed,1,0,2,1,1,1,2,0
14371,STU114371,Pooja Iyer,Female,24,Bachelor,Student,Kolkata,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,3,40,63.4,1,1.3,13,7,5.2,2,8,4,76.6,45.3,36.5,2,28-12-2024,Credit Card,Yes,No,4122,59,4,0,3.6,Not Completed,0,0,2,1,2,1,4,0
14372,STU114372,Isha Verma,Male,31,HighSchool,Student,Hyderabad,Laptop,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,1,19,50.5,2,0.5,3,3,4.1,3,7,4,64.5,79.3,39.6,3,17-10-2023,UPI,Yes,No,4202,32,3,0,4.5,Not Completed,1,2,2,0,2,2,3,5
14373,STU114373,Vihaan Nair,Male,19,Master,Employed,Chennai,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,3,27,72.7,1,2.7,10,6,7.5,4,6,1,64.8,67.8,52.8,3,25-04-2024,Credit Card,Yes,No,3152,55,3,1,3.6,Completed,1,3,0,1,0,1,0,0
14374,STU114374,Aarav Kumar,Female,33,Bachelor,Employed,Pune,Mobile,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,2,19,88.3,3,0.5,3,4,7.3,5,5,5,32.8,53.5,63.6,2,18-01-2025,Debit Card,Yes,Yes,3495,88,0,0,2.6,Completed,0,0,0,1,0,1,1,1
14375,STU114375,Kavya Sharma,Male,28,Bachelor,Employed,Ahmedabad,Mobile,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,4,31,42.1,0,2.8,0,5,7.6,6,4,3,71.0,60.5,53.8,1,04-08-2024,UPI,Yes,No,4028,64,2,1,4.0,Completed,1,0,0,1,2,1,1,5
14376,STU114376,Rahul Bose,Male,19,Bachelor,Self-Employed,Kolkata,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,4,36,71.0,2,5.4,6,0,8.3,9,1,7,100.0,54.4,81.6,4,30-03-2025,Free,No,No,0,78,4,0,4.5,Completed,1,0,1,1,2,1,4,2
14377,STU114377,Neha Bhardwaj,Female,24,Master,Employed,Bengaluru,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,7,57,80.6,3,11.8,3,3,5.2,9,1,6,72.5,84.9,86.4,2,07-10-2024,UPI,Yes,No,5919,75,0,1,5.0,Completed,0,3,0,1,2,2,4,5
14378,STU114378,Sai Bose,Female,30,HighSchool,Employed,Surat,Laptop,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,5,37,55.6,1,2.3,0,5,9.2,3,7,1,72.2,81.1,41.5,2,17-09-2025,Debit Card,Yes,No,4574,33,5,1,5.0,Completed,0,2,0,0,2,2,3,1
14379,STU114379,Rohan Patel,Female,26,Master,Employed,Hyderabad,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,7,33,47.4,3,1.9,1,7,7.0,5,5,3,73.2,43.8,48.8,0,01-05-2025,Debit Card,Yes,No,6612,71,1,1,4.9,Not Completed,0,3,0,1,2,0,4,1
14380,STU114380,Arjun Nair,Female,31,Bachelor,Employed,Mumbai,Mobile,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,5,39,80.7,4,5.7,3,5,7.2,5,4,7,69.4,53.7,60.9,3,12-05-2025,NetBanking,Yes,No,4860,38,0,0,3.4,Not Completed,0,0,0,1,2,2,3,3
14381,STU114381,Vivaan Gupta,Male,31,Bachelor,Student,Bengaluru,Mobile,Low,C101,Python Basics,Programming,Beginner,45,4.6,2,33,63.3,1,0.5,9,5,2.7,5,5,2,58.5,57.2,55.0,2,13-02-2025,Free,No,Yes,0,100,0,1,4.9,Not Completed,1,0,2,1,1,1,4,2
14382,STU114382,Ritika Shah,Male,29,Master,Student,Mumbai,Mobile,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,7,34,65.0,1,13.1,3,7,6.2,6,4,1,79.4,86.3,63.1,1,26-03-2025,Free,No,No,0,63,2,2,4.0,Completed,1,3,2,1,2,1,1,2
14383,STU114383,Sai Verma,Male,20,HighSchool,Student,Mumbai,Laptop,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,4,40,84.7,1,3.5,1,6,6.0,4,6,3,63.6,61.8,56.7,2,26-02-2024,Scholarship,No,Yes,1580,78,3,1,4.4,Not Completed,1,2,2,0,2,1,1,4
14384,STU114384,Sneha Verma,Female,23,HighSchool,Unemployed,Lucknow,Mobile,Low,C101,Python Basics,Programming,Beginner,45,4.6,4,28,78.4,4,2.5,2,3,1.2,4,6,1,70.0,73.5,55.1,5,09-08-2025,Free,No,Yes,0,37,2,1,4.2,Not Completed,0,2,3,1,1,1,4,2
14385,STU114385,Nikhil Kumar,Male,28,Bachelor,Unemployed,Vadodara,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,6,32,52.7,3,0.5,3,5,9.9,7,3,4,58.6,73.9,64.1,2,28-07-2025,Scholarship,No,No,1601,100,3,1,3.6,Not Completed,1,0,3,1,2,1,4,4
14386,STU114386,Sneha Iyer,Male,24,Master,Student,Ahmedabad,Laptop,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,3,38,57.2,3,0.5,4,6,8.7,5,5,6,81.1,72.4,53.7,2,08-01-2024,NetBanking,Yes,No,3558,58,0,0,4.9,Not Completed,1,3,2,0,2,1,2,3
14387,STU114387,Krishna Patel,Female,17,Diploma,Employed,Indore,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,4,48,56.6,4,0.5,15,2,6.3,3,7,9,79.9,70.4,41.3,5,02-06-2025,Debit Card,Yes,No,4248,79,4,0,4.1,Completed,0,1,0,1,0,1,4,1
14388,STU114388,Arjun Bhardwaj,Female,18,Master,Employed,Nagpur,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,3,26,72.6,1,0.5,7,4,7.2,4,6,6,71.9,77.1,53.3,1,28-10-2023,Credit Card,Yes,No,2929,55,1,4,5.0,Completed,0,3,0,1,2,1,0,0
14389,STU114389,Sai Joshi,Male,29,Bachelor,Employed,Delhi,Laptop,Low,C101,Python Basics,Programming,Beginner,45,4.6,2,46,50.1,3,12.3,1,1,5.6,4,6,6,68.5,52.3,44.1,0,04-09-2025,NetBanking,Yes,No,3960,52,1,0,4.5,Completed,1,0,0,0,1,1,4,3
14390,STU114390,Sai Verma,Male,37,Diploma,Student,Kolkata,Tablet,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,4,33,38.5,3,6.7,7,5,6.5,4,6,5,100.0,81.8,41.6,3,04-03-2024,Scholarship,No,No,756,100,2,0,5.0,Not Completed,1,1,2,2,2,1,1,4
14391,STU114391,Sneha Shah,Male,18,HighSchool,Student,Kolkata,Mobile,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,5,37,57.4,3,10.5,3,5,8.4,7,2,1,99.6,89.2,66.6,3,23-05-2025,NetBanking,Yes,No,3353,80,5,1,3.6,Not Completed,1,2,2,1,2,1,2,3
14392,STU114392,Ritika Bose,Female,32,HighSchool,Employed,Surat,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,7,47,43.8,3,1.6,0,2,10.0,8,2,3,64.0,66.7,66.7,3,05-07-2025,Debit Card,Yes,Yes,4538,61,4,1,4.6,Completed,0,2,0,1,2,2,4,1
14393,STU114393,Neha Bose,Female,27,Bachelor,Student,Pune,Laptop,High,C101,Python Basics,Programming,Beginner,45,4.6,3,41,72.0,3,14.4,7,6,8.6,2,8,7,79.9,89.5,41.7,0,20-11-2023,UPI,Yes,No,4610,50,1,1,3.1,Not Completed,0,0,2,0,0,1,4,5
14394,STU114394,Rohan Verma,Female,20,HighSchool,Student,Nagpur,Laptop,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,26,48.9,2,0.5,12,5,5.7,5,5,10,74.2,74.7,50.9,5,06-12-2023,Free,No,No,0,79,3,0,4.5,Completed,0,2,2,0,0,2,4,2
14395,STU114395,Rahul Patel,Female,30,Bachelor,Employed,Nagpur,Laptop,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,6,33,54.8,3,6.4,3,6,4.3,8,2,4,90.2,79.8,71.2,2,12-02-2025,Free,No,No,0,100,4,0,4.9,Completed,0,0,0,0,2,1,1,2
14396,STU114396,Vivaan Patel,Female,24,Bachelor,Employed,Pune,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,4,36,48.6,2,0.5,1,3,8.7,5,4,5,63.3,100.0,52.0,1,15-04-2025,Credit Card,Yes,No,3541,98,2,2,2.9,Not Completed,0,0,0,1,0,1,2,0
14397,STU114397,Vihaan Reddy,Female,30,Bachelor,Employed,Delhi,Laptop,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,4,24,60.8,4,0.5,1,3,7.2,4,6,2,83.0,55.6,48.1,2,06-12-2023,Credit Card,Yes,No,4722,31,5,1,4.4,Completed,0,0,0,0,0,2,3,0
14398,STU114398,Priya Gupta,Male,25,HighSchool,Student,Hyderabad,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,6,38,61.9,1,2.9,17,2,6.6,4,6,4,52.7,100.0,50.7,3,10-11-2024,UPI,Yes,No,4112,67,2,2,4.5,Not Completed,1,2,2,1,0,1,4,5
14399,STU114399,Aarav Gupta,Male,28,Diploma,Student,Surat,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,4,54,64.1,1,0.5,11,3,5.9,8,2,4,77.9,70.1,73.9,5,14-05-2025,UPI,Yes,No,2997,57,3,0,5.0,Not Completed,1,1,2,1,2,1,0,5
14400,STU114400,Nikhil Joshi,Female,23,Master,Employed,Nagpur,Laptop,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,7,22,63.1,0,0.5,0,2,7.7,7,3,7,70.9,66.8,67.4,1,06-09-2025,Debit Card,Yes,No,3618,62,1,0,4.7,Completed,0,3,0,0,0,1,2,1
14401,STU114401,Vivaan Gupta,Male,43,Master,Student,Hyderabad,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,2,37,36.2,5,1.5,1,5,5.6,4,6,6,63.2,82.0,40.8,4,17-10-2024,Scholarship,No,No,1047,53,0,1,5.0,Not Completed,1,3,2,1,2,1,4,4
14402,STU114402,Aditya Desai,Male,19,Bachelor,Employed,Bengaluru,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,7,42,76.3,1,3.1,4,6,6.2,3,7,4,57.1,66.8,48.1,2,22-03-2025,Free,No,No,0,62,0,1,3.1,Not Completed,1,0,0,1,2,1,4,2
14403,STU114403,Isha Bose,Male,26,Bachelor,Employed,Chennai,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,7,41,51.9,1,1.8,1,11,3.8,6,4,7,82.2,49.2,56.6,2,08-11-2023,Scholarship,No,No,594,63,1,0,5.0,Completed,1,0,0,1,0,1,0,4
14404,STU114404,Nikhil Bhardwaj,Male,32,Master,Student,Jaipur,Laptop,Low,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,6,21,83.7,2,0.5,0,5,7.1,8,2,6,98.7,75.6,81.1,1,22-09-2025,UPI,Yes,No,5917,82,5,2,3.3,Completed,1,3,2,0,1,0,4,5
