,Student_ID,Name,Gender,Age,Education_Level,Employment_Status,City,Device_Type,Internet_Connection_Quality,Course_ID,Course_Name,Category,Course_Level,Course_Duration_Days,Instructor_Rating,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,Enrollment_Date,Payment_Mode,Fee_Paid,Discount_Used,Payment_Amount,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,Completed,Gender_Encoded,Education_Encoded,Employment_Encoded,Device_Encoded,Internet_Encoded,Level_Encoded,Category_Encoded,Payment_Encoded
66779,STU166779,Krishna Bose,Male,17,Master,Employed,Indore,Laptop,High,C108,Excel for Business,Business,Beginner,25,4.1,5,43,34.9,3,4.2,2,3,6.5,4,5,6,80.0,69.2,39.7,1,14-09-2024,UPI,Yes,No,3192,61,2,1,4.1,Not Completed,1,3,0,0,0,1,0,5
66780,STU166780,Aditya Bose,Male,22,Bachelor,Employed,Vadodara,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,23,67.6,3,0.5,0,10,5.0,4,6,4,63.4,75.9,51.5,3,16-01-2025,Scholarship,No,No,2357,78,1,0,4.4,Not Completed,1,0,0,1,2,2,4,4
66781,STU166781,Sai Bose,Male,30,HighSchool,Employed,Jaipur,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,3,17,59.8,1,0.5,2,7,5.5,3,7,3,79.5,62.9,42.1,1,01-08-2025,UPI,Yes,No,4080,34,4,2,3.7,Not Completed,1,2,0,1,2,1,4,5
66782,STU166782,Aarav Nair,Male,24,PhD,Employed,Delhi,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,5,29,77.8,3,0.5,6,13,8.1,6,4,6,83.4,54.2,65.9,1,22-11-2023,Free,No,Yes,0,100,6,1,4.5,Not Completed,1,4,0,1,2,0,4,2
66783,STU166783,Priya Verma,Male,35,Bachelor,Student,Lucknow,Mobile,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,4,30,47.8,2,4.5,1,8,5.8,3,7,4,92.9,55.2,37.5,2,24-12-2024,Scholarship,No,No,777,86,2,0,4.1,Completed,1,0,2,1,0,2,3,4
66784,STU166784,Neha Singh,Male,20,Master,Student,Surat,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,4,38,66.9,1,9.8,12,5,5.4,4,6,6,60.6,72.2,51.0,1,16-11-2023,Debit Card,Yes,Yes,2910,52,0,3,3.9,Not Completed,1,3,2,0,2,1,0,1
66785,STU166785,Sai Shah,Male,32,Bachelor,Student,Surat,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,41,39.2,4,12.1,2,4,4.1,6,4,0,50.4,55.9,52.5,3,10-07-2024,Free,No,No,0,39,2,0,3.7,Not Completed,1,0,2,1,0,2,4,2
66786,STU166786,Priya Singh,Female,23,Bachelor,Employed,Delhi,Mobile,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,3,52,51.7,7,8.3,49,8,10.0,4,5,6,80.9,85.5,46.4,4,29-05-2025,UPI,Yes,Yes,3220,88,6,0,4.8,Completed,0,0,0,1,2,1,1,5
66787,STU166787,Vivaan Singh,Female,17,Bachelor,Self-Employed,Kolkata,Mobile,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,6,40,66.4,4,0.5,1,3,8.0,7,3,1,82.7,68.2,68.6,3,24-03-2024,UPI,Yes,No,4467,72,3,0,4.2,Not Completed,0,0,1,1,2,2,3,5
66788,STU166788,Sakshi Desai,Female,27,Master,Student,Mumbai,Laptop,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,8,40,53.3,3,0.5,7,3,6.7,2,8,7,78.3,45.5,32.9,2,18-09-2024,Free,No,No,0,96,2,0,4.0,Not Completed,0,3,2,0,2,2,3,2
66789,STU166789,Sai Bhardwaj,Male,31,Bachelor,Employed,Lucknow,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,34,49.7,4,0.9,23,6,6.1,6,4,3,74.9,74.3,57.1,5,25-03-2025,NetBanking,Yes,Yes,4572,49,0,0,5.0,Not Completed,1,0,0,1,2,2,4,3
66790,STU166790,Isha Desai,Male,30,Bachelor,Student,Kolkata,Laptop,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,6,37,56.8,2,6.0,10,7,8.7,3,7,8,100.0,44.9,40.1,0,18-04-2025,UPI,Yes,Yes,3080,75,1,1,4.1,Completed,1,0,2,0,0,1,2,5
66791,STU166791,Arjun Shah,Other,26,Master,Employed,Kolkata,Laptop,Medium,C101,Python Basics,Programming,Beginner,45,4.6,6,43,35.3,4,2.0,24,3,7.6,5,5,3,85.7,74.6,46.1,6,25-01-2025,Free,No,No,0,53,3,2,3.8,Completed,2,3,0,0,2,1,4,2
66792,STU166792,Sneha Joshi,Male,17,HighSchool,Student,Pune,Mobile,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,8,39,82.4,2,7.2,9,9,8.7,4,6,7,97.3,68.0,56.3,4,01-10-2025,Credit Card,Yes,No,3786,74,1,6,5.0,Not Completed,1,2,2,1,2,1,2,0
66793,STU166793,Aarav Iyer,Male,30,Diploma,Employed,Nagpur,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,1,32,51.9,2,0.5,27,3,7.4,2,8,3,70.6,52.4,32.8,3,24-10-2023,Free,No,No,0,42,0,0,4.4,Not Completed,1,1,0,1,2,1,0,2
66794,STU166794,Ritika Nair,Male,36,Bachelor,Student,Chennai,Mobile,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,6,42,88.4,1,5.8,6,0,4.9,8,2,5,66.0,55.8,81.7,6,16-09-2024,Credit Card,Yes,No,4295,100,3,1,5.0,Completed,1,0,2,1,0,2,3,0
66795,STU166795,Aarav Patel,Female,31,HighSchool,Student,Ahmedabad,Laptop,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,2,27,24.9,2,2.1,4,0,7.2,5,5,4,90.0,73.0,42.4,2,03-11-2023,UPI,Yes,Yes,5802,50,2,0,2.9,Completed,0,2,2,0,2,0,4,5
